stkcd,year,eng1_name,eng2_name,eng1_pid,eng2_pid,eqr_name,eqr_pid,eqr_ann_date,worktie,worktie_eng1_eng2,tie_projects
688002,2020,孙彤,王宏疆,30259356.0、30287066、30287066.0、30416499.0,30353885、30353885.0,孙彤,30259356.0、30287066、30287066.0、30416499.0,2020-04-08,1,1,AUD-688002-2019
688002,2021,崔迎,王宏疆,30263835、30263835.0,30353885、30353885.0,崔迎,30263835、30263835.0,2021-04-28,0,0,
688002,2022,申旭,夏江梅,30427932、30427932.0,30583998、30583998.0,,,,0,0,
688002,2023,申旭,夏江梅,30427932、30427932.0,30583998、30583998.0,段姗,30393849.0,2024-04-23,0,1,
688003,2020,洪烨,朱吴佳,30429678、30429678.0,30583900、30583900.0,,,,0,1,
688003,2021,徐殷鹏,徐晓霜,30268371、30268371.0,30576447、30576447.0,李会英,30422908.0,2021-03-10,0,0,
688003,2022,徐殷鹏,徐晓霜,30268371、30268371.0,30576447、30576447.0,鲁立,30322010.0,2022-04-15,0,1,
688003,2023,徐殷鹏,付敏,30268371、30268371.0,30425636.0、30735660、30735660.0,鲁立,30322010.0,2023-04-29,0,0,
688004,2020,汪吉军,王亚彬,30324248、30324248.0,30324249、30324249.0,,,,0,1,
688004,2021,汪吉军,王亚彬,30324248、30324248.0,30324249、30324249.0,,,,0,1,
688004,2022,袁刚,尹录,30430886、30430886.0,30428434、30428434.0,齐春艳,,2021-11-15,0,0,
688004,2023,袁刚,谷云莉,30430886、30430886.0,30619749、30619749.0,齐春艳,,2023-10-19,0,0,
688005,2020,倪国君,高勇,30261558、30261558.0,30427823、30427823.0,,,,0,1,
688005,2021,胡友邻,高勇,30364442、30364442.0,30427823、30427823.0,,,,0,1,
688005,2022,何林飞,高勇,30286599、30286599.0,30427823、30427823.0,,,,0,0,
688005,2023,何林飞,高勇,30286599、30286599.0,30427823、30427823.0,,,,0,1,
688006,2020,黄元喜,柯宗地,30268173、30268173.0,30392029、30392029.0,,,,0,1,
688006,2021,黄元喜,龚敬,30268173、30268173.0,30583362、30583362.0,,,,0,1,
688006,2022,赵丽,龚敬,30287294、30287294.0、30731944.0,30583362、30583362.0,,,,0,1,
688006,2023,赵丽,朱蕴文,30287294、30287294.0、30731944.0,30732158、30732158.0,,,,0,0,
688007,2020,杨克晶,牛春军,30132846、30132846.0,30618869、30618869.0,,,,0,0,
688007,2021,魏标文,牛春军,30300608、30300608.0,30618869、30618869.0,石斌全,30334825.0,2021-04-24,0,0,
688007,2022,魏标文,牛春军,30300608、30300608.0,30618869、30618869.0,,,,0,1,
688007,2023,魏标文,牛春军,30300608、30300608.0,30618869、30618869.0,,,,0,1,
688008,2020,顾兆翔,王丽红,30322690、30322690.0,30618311、30618311.0、30738156.0,徐汝洁,30687192.0,2020-08-15,0,0,
688008,2021,顾兆翔,王丽红,30322690、30322690.0,30618311、30618311.0、30738156.0,徐汝洁,30687192.0,2021-08-10,0,1,
688008,2022,顾兆翔,王丽红,30322690、30322690.0,30618311、30618311.0、30738156.0,徐汝洁,30687192.0,2022-10-31,0,1,
688008,2023,顾兆翔,王丽红,30322690、30322690.0,30618311、30618311.0、30738156.0,徐汝洁,30687192.0,2023-10-31,0,1,
688009,2020,章晓亮,贺琼谊,30325138、30325138.0,30619303、30619303.0,,,,0,0,
688009,2021,章晓亮,贺琼谊,30325138、30325138.0,30619303、30619303.0,,,,0,1,
688009,2022,郭健,王晓燕,30282765、30282765.0、30425755.0,30430174、30430174.0,,,,0,1,
688009,2023,郭健,王晓燕,30282765、30282765.0、30425755.0,30430174、30430174.0,,,,0,1,
688010,2020,李卓良,林红,30429092、30429092.0,30268986、30268986.0,张玉,30429021.0、30429128.0,2020-04-30,0,1,
688010,2021,童益恭,林红,30286247、30286247.0,30268986、30268986.0,张玉,30429021.0、30429128.0,2021-04-29,0,1,
688010,2022,童益恭,陈慧萍,30286247、30286247.0,30684881、30684881.0,张玉,30429021.0、30429128.0,2022-04-30,0,0,
688010,2023,叶如意,陈慧萍,30429132、30429132.0,30684881、30684881.0,陈敏,30632504.0,2024-04-27,0,0,
688011,2020,刘宇,王民,30295085、30295085.0、30378547.0、30418019.0、30426205.0、30584219.0,30429512、30429512.0,张克东,3066678.0,2020-11-20,1,0,AUD-002362-2018;AUD-002362-2019;AUD-300513-2016;AUD-300513-2017;AUD-600099-2014;AUD-600100-2012;AUD-600100-2013;AUD-600100-2014
688011,2021,刘宇,王民,30295085、30295085.0、30378547.0、30418019.0、30426205.0、30584219.0,30429512、30429512.0,唐炫,30275424.0,2021-11-23,0,1,
688011,2022,刘宇,王民,30295085、30295085.0、30378547.0、30418019.0、30426205.0、30584219.0,30429512、30429512.0,唐炫,30275424.0,2022-04-28,0,1,
688011,2023,刘宇,王民,30295085、30295085.0、30378547.0、30418019.0、30426205.0、30584219.0,30429512、30429512.0,唐炫,30275424.0,2023-10-28,0,1,
688012,2020,孙吾伊,赵波,30437082.0、30583534,30293272.0、30346967、30346967.0,周冰,30634798.0,2020-04-17,0,1,
688012,2021,林晓帆,胡玉琢,30436762、30436762.0,30567158、30567158.0,傅文轩,,2021-04-28,0,0,
688012,2022,林晓帆,胡玉琢,30436762、30436762.0,30567158、30567158.0,傅文轩,,2022-03-31,0,1,
688012,2023,林晓帆,胡玉琢,30436762、30436762.0,30567158、30567158.0,傅文轩,,2024-03-19,0,1,
688013,2020,陈晓龙,韩鹏卓,30385983、30385983.0,30619418、30619418.0,,,,0,0,
688013,2021,陈晓龙,韩鹏卓,30385983、30385983.0,30619418、30619418.0,贾丽娜,3048616.0,2021-04-30,0,1,
688013,2022,娄新洁,韩鹏卓,30385985、30385985.0,30619418、30619418.0,王红梅,30423310.0、30424056.0,2022-04-29,0,0,
688013,2023,娄新洁,韩鹏卓,30385985、30385985.0,30619418、30619418.0,员王微,,2024-01-30,0,1,
688015,2020,李璟,王彪,30298667、30298667.0、30619062.0,30437957、30437957.0,田伟,30430763.0、30617012.0,2020-07-15,0,1,
688015,2021,肖常和,李响,30268145、30268145.0,30417387.0、30642843、30642843.0、30982818.0、30982820.0,,,,0,0,
688015,2022,肖常和,李响,30268145、30268145.0,30417387.0、30642843、30642843.0、30982818.0、30982820.0,,,,0,1,
688015,2023,肖常和,李响,30268145、30268145.0,30417387.0、30642843、30642843.0、30982818.0、30982820.0,权计伟,30569432.0,2024-04-20,0,1,
688016,2020,潘子建,黄锋,30430588、30430588.0,30360374、30360374.0,徐海峰,30264212.0、30430932.0,2020-04-27,1,1,AUD-601968-2019
688016,2021,成雨静,高一荃,30618281、30618281.0,30642425、30642425.0,方海杰,30427999.0,2021-09-22,0,0,
688016,2022,成雨静,高一荃,30618281、30618281.0,30642425、30642425.0,,,,0,1,
688016,2023,成雨静,高一荃,30618281、30618281.0,30642425、30642425.0,方海杰,30427999.0,2024-03-28,0,1,
688017,2020,金炜,傅磊,30313454、30313454.0,30427603、30427603.0,,,,0,1,
688017,2021,金炜,傅磊,30313454、30313454.0,30427603、30427603.0,梁锋自,,2021-04-16,0,1,
688017,2022,杨林,殷洁,30268919、30268919.0、30430624.0、30544393.0,30426608.0、30685108、30685108.0,汤加全自,,2022-04-23,0,0,
688017,2023,杨林,殷洁,30268919、30268919.0、30430624.0、30544393.0,30426608.0、30685108、30685108.0,阚忠生自,,2024-04-30,0,1,
688018,2020,王兴华,李玮俊,30288293、30288293.0,30437138、30437138.0,周薇英,,2020-08-22,0,1,
688018,2021,马罡,李晓敏,30326817、30326817.0,30422775.0、30640507、30640507.0,,,,0,0,
688018,2022,马罡,俞艳丽,30326817、30326817.0,30682073、30682073.0,周薇英,,2021-11-10,0,0,
688018,2023,马罡,俞艳丽,30326817、30326817.0,30682073、30682073.0,文冬梅,30328269.0,2023-09-27,0,1,
688019,2020,徐海峰,刘许友,30264212、30264212.0、30430932.0,30360373、30360373.0,潘子健,,2020-04-22,0,1,
688019,2021,杨洁,黄晓冬,30424118.0、30578451、30578451.0、30583605.0、30682943.0,30632022、30632022.0,徐侃瓴,30393673.0,2021-03-31,0,0,
688019,2022,杨洁,黄晓冬,30424118.0、30578451、30578451.0、30583605.0、30682943.0,30632022、30632022.0,徐侃瓴,30393673.0,2022-04-15,0,1,
688019,2023,徐海峰,黄晓冬,30264212、30264212.0、30430932.0,30632022、30632022.0,王齐,30427987.0,2024-04-16,0,0,
688020,2020,陈立新,蒲建华,30261481、30261481.0,30619495、30619495.0,,,,0,0,
688020,2021,陈立新,蒲建华,30261481、30261481.0,30619495、30619495.0,,,,0,1,
688020,2022,陈立新,蒲建华,30261481、30261481.0,30619495、30619495.0,,,,0,1,
688020,2023,陈立新,蒲建华,30261481、30261481.0,30619495、30619495.0,,,,0,1,
688021,2020,栾艳鹏,王凤艳,30321926、30321926.0,30428575、30428575.0,程峰,,2020-04-16,0,0,
688021,2021,王英航,祝永立,30357981、30357981.0,30547845、30547845.0,陈谋林,30329692.0,2021-02-27,0,1,
688021,2022,王英航,祝永立,30357981、30357981.0,30547845、30547845.0,陈谋林,30329692.0,2022-02-26,0,1,
688021,2023,王英航,祝永立,30357981、30357981.0,30547845、30547845.0,陈谋林,30329692.0,2024-04-27,0,1,
688022,2020,支彩琴,王传文,30437641、30437641.0,30356270、30356270.0,郎海红,30428630.0,2020-04-25,0,1,
688022,2021,潘汝彬,郭晶晶,30335019、30335019.0,30607484、30607484.0,郎海红,30428630.0,2021-04-23,0,0,
688022,2022,钟乐,郭晶晶,30583514、30583514.0,30607484、30607484.0,郎海红,30428630.0,2022-04-27,0,0,
688022,2023,支彩琴,马云峰,30437641、30437641.0,30430250、30430250.0,闫钢军,30288237.0,2024-04-24,0,0,
688023,2020,魏琴,陈瑜,30260027、30260027.0,30361297、30361297.0、30429458.0,孙峰,30318963.0,2020-04-15,0,1,
688023,2021,魏琴,丁伟良,30260027、30260027.0,30618710、30618710.0,,,,0,0,
688023,2022,姚丽强,丁伟良,30294580、30294580.0,30618710、30618710.0,凌燕,30286045.0,2022-04-23,0,0,
688023,2023,陈瑜,丁伟良,30361297、30361297.0、30429458.0,30618710、30618710.0,凌燕,30286045.0,2024-04-26,0,1,
688025,2020,蔡繁荣,闫靖,30286145、30286145.0,30430803、30430803.0,,,,0,1,
688025,2021,刘瑞霖,蔡繁荣,30583278、30583278.0,30286145、30286145.0,李士龙,30430942.0,2021-04-20,0,0,
688025,2022,刘瑞霖,蔡繁荣,30583278、30583278.0,30286145、30286145.0,李士龙,30430942.0,2022-03-31,0,1,
688025,2023,桑涛,吴静,30128872、30128872.0,30376040、30376040.0、30547137.0、30654860.0,李士龙,30430942.0,2023-03-31,0,1,
688026,2020,杨克晶,张伟玮,30132846、30132846.0,30618870、30618870.0,,,,0,0,
688026,2021,魏标文,张伟玮,30300608、30300608.0,30618870、30618870.0,,,,0,0,
688026,2022,彭宗显,张伟玮,30327351、30327351.0,30618870、30618870.0,宋鑫,30315623.0,2021-12-24,0,0,
688026,2023,彭宗显,姚洁,30327351、30327351.0,30644157、30644157.0、30707633.0,,,,0,0,
688027,2020,张良文,孔晶晶,30259675、30259675.0,30317404、30317404.0,,,,0,0,
688027,2021,张良文,张春荣,30259675、30259675.0,30566198、30566198.0,,,,0,1,
688027,2022,孔晶晶,杨文建,30317404、30317404.0,30618563、30618563.0,,,,0,1,
688027,2023,孔晶晶,杨文建,30317404、30317404.0,30618563、30618563.0,王荐,,2024-04-09,0,1,
688028,2020,方国华,李明明,30286942、30286942.0,30417404.0、30428242、30428242.0,,,,0,1,
688028,2021,张芹,李明明,30286941、30286941.0,30417404.0、30428242、30428242.0,,,,0,1,
688028,2022,张芹,李明明,30286941、30286941.0,30417404.0、30428242、30428242.0,赵娇,30307542.0,2022-04-20,0,1,
688028,2023,张芹,李明明,30286941、30286941.0,30417404.0、30428242、30428242.0,赵娇,30307542.0,2023-04-20,0,1,
688029,2020,贾丽娜,程晓曼,3048616、3048616.0,30583507、30583507.0,蔡卫华,30391245.0,2020-03-31,1,1,AUD-002438-2010
688029,2021,陈晓龙,秦刘永,30385983、30385983.0,30424845、30424845.0,蔡卫华,30391245.0,2021-04-20,0,1,
688029,2022,陈晓龙,秦刘永,30385983、30385983.0,30424845、30424845.0,蔡卫华,30391245.0,2022-04-26,0,1,
688029,2023,周缨,嵇金丹,30424835、30424835.0,30740361、30740361.0,王微,30344720.0、30426860.0,2024-04-26,0,0,
688030,2020,李洋,付玉,30328947、30328947.0、30424202.0、30654885.0,30583486、30583486.0,刘光斌,,2020-11-04,0,0,
688030,2021,李洋,王娟,30328947、30328947.0、30424202.0、30654885.0,30287649、30287649.0、30426461.0、30429796.0、30619499.0、30684904.0、30693073.0,刘丰收,,2021-11-11,0,1,
688030,2022,李洋,何姗姗,30328947、30328947.0、30424202.0、30654885.0,30682204、30682204.0,刘丰收,,2022-10-26,0,0,
688030,2023,李洋,何姗姗,30328947、30328947.0、30424202.0、30654885.0,30682204、30682204.0,刘丰收,,2023-10-27,0,1,
688031,2022,徐晋波,能计伟,30261044、30261044.0,30546466、30546466.0,,,,0,1,
688031,2023,徐晋波,能计伟,30261044、30261044.0,30546466、30546466.0,,,,0,1,
688032,2021,张林,章宏瑜,30260462、30260462.0、30427509.0,30546482、30546482.0,,,,0,0,
688032,2022,张林,章宏瑜,30260462、30260462.0、30427509.0,30546482、30546482.0,,,,0,1,
688032,2023,左芹芹,章宏瑜,30392730、30392730.0,30546482、30546482.0,桂林三金,,2023-04-27,0,0,
688033,2020,杨红青,姚平,30286435、30286435.0,30425486、30425486.0,刘婕,30425883.0,2020-11-10,0,1,
688033,2021,杨红青,艾雯冰,30286435、30286435.0,30425751、30425751.0,郭幼英,30341420.0,2021-11-13,0,0,
688033,2022,刘起德,夏希雯,30286436、30286436.0,30425761、30425761.0,郭幼英,30341420.0,2022-12-14,0,1,
688033,2023,刘起德,夏希雯,30286436、30286436.0,30425761、30425761.0,黄晓华,30362202.0,2023-12-13,0,1,
688035,2022,荆秀梅,李景伟,30316481、30316481.0,30370685、30370685.0,,,,0,1,
688035,2023,荆秀梅,陈奎,30316481、30316481.0,30619010、30619010.0,,,,0,0,
688036,2020,王强,吴穗,30259821、30259821.0、30425794.0、30429441.0、30429442.0、30583547.0、30618782.0、30733093.0、30988636.0,30427750、30427750.0,,,,0,1,
688036,2021,余建耀,吴穗,30357470、30357470.0,30427750、30427750.0,,,,0,0,
688036,2022,翁志刚,吴穗,30368664、30368664.0,30427750、30427750.0,吴志辉,30567833.0,2022-04-26,0,1,
688036,2023,翁志刚,吴穗,30368664、30368664.0,30427750、30427750.0,吴志辉,30567833.0,2023-04-26,0,1,
688037,2020,吴宇,冯颖,30260080、30260080.0、30654068.0,30262223、30262223.0、30325590.0,宫颖,,2020-04-25,0,1,
688037,2021,闫长满,顾娜,30298834、30298834.0,30322876、30322876.0,宫颖,,2021-03-20,1,0,AUD-300024-2014
688037,2022,闫长满,顾娜,30298834、30298834.0,30322876、30322876.0,郎海红,30428630.0,2022-03-10,0,1,
688037,2023,闫长满,赵松贺,30298834、30298834.0,30637538、30637538.0,郎海红,30428630.0,2024-04-27,0,1,
688038,2021,陈勇波,揭明,30261480、30261480.0,30326256、30326256.0,,,,0,1,
688038,2022,揭明,汤方明,30326256、30326256.0,30666071、30666071.0,崔松,30641569.0,2022-04-22,0,0,
688038,2023,祁涛,汤方明,30291292、30291292.0,30666071、30666071.0,龙勇,30430710.0,2024-04-20,1,0,AUD-600877-2015;AUD-600877-2016
688039,2020,江娟,朱小雪,30286638、30286638.0、30682063.0,30546468、30546468.0,江娟,30286638、30286638.0、30682063.0,2020-04-27,1,1,AUD-002003-2019;AUD-688039-2019
688039,2021,吕瑛群,王绍武,30260057、30260057.0,30619694、30619694.0,,,,0,0,
688039,2022,朱大为,王绍武,30260056、30260056.0,30619694、30619694.0,,,,0,1,
688039,2023,江娟,余琴琴,30286638、30286638.0、30682063.0,30583333、30583333.0,,,,0,1,
688041,2022,郭健,李娅丽,30282765、30282765.0、30425755.0,30429865、30429865.0,,,,0,1,
688041,2023,郭健,李娅丽,30282765、30282765.0、30425755.0,30429865、30429865.0,陈军,30261540.0、30343924.0、30423087.0、30426612.0、30429913.0,2024-04-12,0,1,
688045,2022,张媛媛,肖梦英,30295962、30295962.0、30583832.0、30620210.0、30790595.0、30790608.0,30544546、30544546.0,,,,0,1,
688045,2023,江先敏,陈泽丰,30544812、30544812.0,30618411、30618411.0,,,,0,0,
688046,2022,江永辉,张国静,30280025、30280025.0,30620042、30620042.0,林庆瑜,30291682.0,2022-05-19,0,1,
688046,2023,闫磊,张国静,30386085.0、30429805、30429805.0,30620042、30620042.0,李恩成,30333823.0,2024-04-27,0,1,
688047,2022,郑斐,徐薇,30308762、30308762.0,30428598、30428598.0,,,,0,1,
688047,2023,郑斐,徐薇,30308762、30308762.0,30428598、30428598.0,杨宏浩,30653460.0,2024-04-27,0,1,
688048,2022,吴景亚,陆羊林,30427729、30427729.0,30640658、30640658.0,,,,0,0,
688048,2023,胡学文,季洁,30259571、30259571.0,30738317、30738317.0,应镇魁,,2024-04-26,0,0,
688049,2021,张云鹤,王伟秋,3093162、3093162.0,30628078、30628078.0,,,,0,0,
688049,2022,杨克晶,王伟秋,30132846、30132846.0,30628078、30628078.0,周晨,30305033.0、30578611.0,2022-04-25,0,0,
688049,2023,赵祖荣,吴新,30323373、30323373.0,30731943、30731943.0,,,,0,0,
688050,2020,黄简,夏瑞,30320589、30320589.0,30429625、30429625.0,,,,0,0,
688050,2021,黄简,夏瑞,30320589、30320589.0,30429625、30429625.0,树新,30264062.0,2021-03-31,0,1,
688050,2022,崔迎,王文杰,30263835、30263835.0,30428807.0、30546912、30546912.0、30734367.0,阳伟,30294736.0,2022-03-31,0,1,
688050,2023,崔迎,王文杰,30263835、30263835.0,30428807.0、30546912、30546912.0、30734367.0,阳伟,30294736.0,2024-04-18,0,1,
688051,2020,刘杰,李彦刚,30317102.0、30346569、30346569.0、30420715.0、30429420.0、30654275.0、30654276.0、30683929.0、30685088.0,30428960、30428960.0,,,,0,0,
688051,2021,刘杰,李彦刚,30317102.0、30346569、30346569.0、30420715.0、30429420.0、30654275.0、30654276.0、30683929.0、30685088.0,30428960、30428960.0,,,,0,1,
688051,2022,惠增强,王泽斌,30269327、30269327.0,30583755、30583755.0,,,,0,1,
688051,2023,惠增强,王泽斌,30269327、30269327.0,30583755、30583755.0,康文军,30352646.0,2023-04-29,0,1,
688052,2022,陈焱鑫,孙海晖,30310364、30310364.0,30683810、30683810.0,,,,0,0,
688052,2023,陈焱鑫,孙海晖,30310364、30310364.0,30683810、30683810.0,宋娜于,,2023-01-13,0,1,
688053,2022,邵明亮,朱启,30547056、30547056.0,30648459、30648459.0,许菊萍,30427367.0,2022-08-26,0,0,
688053,2023,邵明亮,朱启,30547056、30547056.0,30648459、30648459.0,孙玮,30372342.0、30428777.0,2024-04-29,0,1,
688055,2020,王健鹏,王艳玲,30618330、30618330.0,30426680.0、30618331、30618331.0,,,,0,0,
688055,2021,王健鹏,王艳玲,30618330、30618330.0,30426680.0、30618331、30618331.0,郝学花,,2021-04-28,0,1,
688055,2022,李海臣,王艳玲,30333997、30333997.0,30426680.0、30618331、30618331.0,郝学花,,2022-04-18,0,0,
688055,2023,于曙光,王艳玲,30289087、30289087.0,30426680.0、30618331、30618331.0,郝学花,,2023-04-29,0,0,
688056,2020,黄迎,蒋晓岚,30268619、30268619.0,30546905、30546905.0,,,,0,1,
688056,2021,黄迎,蒋晓岚,30268619、30268619.0,30546905、30546905.0,树新,30264062.0,2021-04-28,0,1,
688056,2022,宗承勇,王燕,30260876、30260876.0,30344626、30344626.0、30426220.0、30429483.0、30429484.0、30618889.0,苗策,30268109.0,2022-04-26,0,0,
688056,2023,宗承勇,王燕,30260876、30260876.0,30344626、30344626.0、30426220.0、30429483.0、30429484.0、30618889.0,苗策,30268109.0,2023-04-25,0,1,
688057,2020,汤家俊,李亚东,30313203、30313203.0,30425597、30425597.0、30579869.0,,,,0,0,
688057,2021,肖文涛,李亚东,30326217、30326217.0,30425597、30425597.0、30579869.0,余宝玉,30347107.0,2021-01-23,0,0,
688057,2022,朱晓红,李亚东,30425809、30425809.0,30425597、30425597.0、30579869.0,罗明国,30336386.0,2021-12-28,0,0,
688057,2023,朱晓红,李亚东,30425809、30425809.0,30425597、30425597.0、30579869.0,罗明国,30336386.0,2023-12-13,0,1,
688058,2020,刘绍秋,薛志娟,30262936、30262936.0,30584136、30584136.0,,,,0,1,
688058,2021,姜波,薛志娟,30259407.0、30343810.0、30368117、30368117.0,30584136、30584136.0,,,,0,0,
688058,2022,余龙,薛志娟,30428123、30428123.0,30584136、30584136.0,,,,0,0,
688058,2023,余龙,薛志娟,30428123、30428123.0,30584136、30584136.0,,,,0,1,
688059,2020,周睿,孟双,30317406、30317406.0,30392996、30392996.0,,,,0,1,
688059,2021,李军,孟双,30325648、30325648.0、30422921.0、30430042.0、30726199.0,30392996、30392996.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2021-03-31,0,0,
688059,2022,李军,胡歆,30325648、30325648.0、30422921.0、30430042.0、30726199.0,30682634、30682634.0,文冬梅,30328269.0,2022-03-18,0,0,
688059,2023,刘智清,胡歆,30283563、30283563.0,30682634、30682634.0,文冬梅,30328269.0,2024-04-30,0,0,
688060,2020,单晨云,赵莉,30424235、30424235.0,30545287、30545287.0,,,,0,0,
688060,2021,单晨云,王晶晶,30424235、30424235.0,30424172、30424172.0,王红梅,30423310.0、30424056.0,2021-03-27,0,0,
688060,2022,黄斌,王晶晶,30269172.0、30322451、30322451.0,30424172、30424172.0,王红梅,30423310.0、30424056.0,2022-04-15,0,0,
688060,2023,郭俊辉,孙金娜,30327908、30327908.0,30739274、30739274.0,牛浩,,2024-04-26,0,0,
688061,2022,张瑞,吴萌,30325272、30325272.0、30618627.0,30644779、30644779.0,,,,0,0,
688061,2023,董舒,丁鼎,30385975、30385975.0,30734374、30734374.0,杜志强,30334930.0,2024-03-05,0,0,
688062,2021,吴慧珺,俞晓橙,30619938、30619938.0,30643952、30643952.0,,,,0,0,
688062,2022,吴慧珺,俞晓橙,30619938、30619938.0,30643952、30643952.0,梁宏斌,30583722.0,2022-06-08,0,1,
688062,2023,任佳慧,朱奇琦,30427922、30427922.0,30708719、30708719.0,梁宏斌,30583722.0,2024-04-09,0,0,
688063,2020,孙文军,曹翠娟,30261043、30261043.0,30619848、30619848.0,,,,0,0,
688063,2021,孙文军,曹翠娟,30261043、30261043.0,30619848、30619848.0,,,,0,1,
688063,2022,边珊姗,曹翠娟,30293264、30293264.0,30619848、30619848.0,,,,0,1,
688063,2023,边珊姗,曹翠娟,30293264、30293264.0,30619848、30619848.0,,,,0,1,
688065,2020,邓华明,秦劲力,30342047、30342047.0,30618893、30618893.0,,,,0,0,
688065,2021,叶涵,秦劲力,30642760、30642760.0,30618893、30618893.0,,,,0,0,
688065,2022,叶涵,曾祥胜,30642760、30642760.0,30641570、30641570.0,,,,0,0,
688065,2023,邓华明,曾祥胜,30342047、30342047.0,30641570、30641570.0,,,,0,1,
688066,2020,孙宁,路静茹,30429793、30429793.0,30614392、30614392.0,刘立宇,,2020-12-05,0,0,
688066,2021,路静茹,张小洁,30614392、30614392.0,30644187、30644187.0,刘立宇,,2021-08-25,0,0,
688066,2022,赵鹏,路静茹,30426673.0、30437960、30437960.0,30614392、30614392.0,曾涛,30429897.0,2022-07-26,0,0,
688066,2023,赵鹏,路静茹,30426673.0、30437960、30437960.0,30614392、30614392.0,曾涛,30429897.0,2023-11-14,0,1,
688067,2021,魏五军,姜丰丰,30287601、30287601.0,30381993、30381993.0,,,,0,1,
688067,2022,魏五军,姜丰丰,30287601、30287601.0,30381993、30381993.0,,,,0,1,
688067,2023,李永利,姜丰丰,30262935、30262935.0,30381993、30381993.0,,,,0,1,
688068,2020,肖桂莲,王明健,30320689、30320689.0,30430699、30430699.0,吕荣,,2020-04-23,0,1,
688068,2021,张立志,刘诚,30274106、30274106.0,30425651.0、30428567、30428567.0,吕荣,,2021-04-24,0,1,
688068,2022,刘诚,高茹,30425651.0、30428567、30428567.0,30619626、30619626.0,吕荣,,2022-04-28,0,0,
688068,2023,刘诚,高茹,30425651.0、30428567、30428567.0,30619626、30619626.0,崔勇趁,30327911.0,2023-04-28,0,1,
688069,2020,叶胜平,提汝明,30260593、30260593.0,30429600、30429600.0,,,,0,1,
688069,2021,叶胜平,张岩,30260593、30260593.0,30407863、30407863.0、30423206.0,张克东,3066678.0,2021-04-28,0,0,
688069,2022,毛时法,张岩,30426494、30426494.0,30407863、30407863.0、30423206.0,潘传云,30296288.0,2022-04-27,0,0,
688069,2023,肖文涛,张强,30326217、30326217.0,30425612、30425612.0,闵超,30261726.0,2024-04-27,0,1,
688070,2020,李元良,彭雅慧,30259878、30259878.0,30584125、30584125.0,,,,0,0,
688070,2021,李元良,彭雅慧,30259878、30259878.0,30584125、30584125.0,,,,0,1,
688070,2022,彭卓,郭庆,30641773、30641773.0,30643410、30643410.0,,,,0,0,
688070,2023,彭卓,郭庆,30641773、30641773.0,30643410、30643410.0,,,,0,1,
688071,2021,张扬,史海峰,30363287、30363287.0、30371711.0,30416622、30416622.0,,,,0,0,
688071,2022,张扬,谷彩云,30363287、30363287.0、30371711.0,30678442、30678442.0,吴韧吴韧,,2022-04-30,0,0,
688071,2023,金山,周思艺,30416331、30416331.0、30654321.0,30684228、30684228.0,,,,0,1,
688072,2022,陈焱鑫,吴珊珊,30310364、30310364.0,30426899、30426899.0,,,,0,0,
688072,2023,缪志坚,赵辉,30260683、30260683.0,30420258.0、30583331、30583331.0,,,,0,1,
688073,2022,黄婵娟,方钢,30426926、30426926.0,30427344、30427344.0,,,,0,1,
688073,2023,黄婵娟,洪建明,30426926、30426926.0,30583919、30583919.0,,,,0,0,
688075,2021,李美文,卞圆媛,30626313、30626313.0,30626312、30626312.0,,,,0,0,
688075,2022,李美文,卞圆媛,30626313、30626313.0,30626312、30626312.0,叶胜平,30260593.0,2022-04-28,0,1,
688075,2023,胡永波,钱星一,30339923、30339923.0,30653653、30653653.0,李维,30329319.0、30682962.0,2024-04-30,0,1,
688076,2021,陈晓龙,刘鑫康,30385983、30385983.0,30619266、30619266.0,贾丽娜,3048616.0,2021-05-28,0,1,
688076,2022,陈晓龙,刘鑫康,30385983、30385983.0,30619266、30619266.0,贾丽娜,3048616.0,2022-04-28,0,1,
688076,2023,贾丽娜,刘鑫康,3048616、3048616.0,30619266、30619266.0,黄斌,30269172.0、30322451.0,2023-08-29,0,0,
688077,2020,胡乃鹏,孙玉宝,30313464、30313464.0,30567674、30567674.0,,,,0,1,
688077,2021,胡乃鹏,孙玉宝,30313464、30313464.0,30567674、30567674.0,刘迪,30344694.0,2021-03-31,0,1,
688077,2022,鲍光荣,许沥文,30365955、30365955.0,30540972、30540972.0,刘迪,30344694.0,2022-03-22,0,0,
688077,2023,王蒙,许沥文,30428554、30428554.0,30540972、30540972.0,刘迪,30344694.0,2024-03-30,0,0,
688078,2020,陈葆华,林顺国,30262914.0、30429772、30429772.0,30429555、30429555.0,,,,0,1,
688078,2021,张力,常莹,30259549.0、30329227、30329227.0、30416652.0,30641972、30641972.0,,,,0,0,
688078,2022,张力,常莹,30259549.0、30329227、30329227.0、30416652.0,30641972、30641972.0,,,,0,1,
688078,2023,陈葆华,常莹,30262914.0、30429772、30429772.0,30641972、30641972.0,,,,0,1,
688079,2020,陈彩琴,罗联玬,30325935、30325935.0,30304163、30304163.0,,,,0,1,
688079,2021,陈彩琴,孙志清,30325935、30325935.0,30546469、30546469.0,,,,0,1,
688079,2022,周晨,孙志清,30305033、30305033.0、30578611.0,30546469、30546469.0,叶卫民,30268470.0,2022-04-22,0,0,
688079,2023,罗联玬,孙志清,30304163、30304163.0,30546469、30546469.0,,,,0,1,
